,Review Rating,Filming Locations,Lat,Lon,Place_id,Location Type
398,3.6,"Elgin, Texas, USA",30.3495084,-97.371118,513e3db665c05758c05963adeb6179593e40f00101f901b480640000000000c00208,region
399,5.8,"Provence-Alpes-Côte d'Azur, France",44.0580563,6.0638506,51e6513b0d6241184059d3e98a636e074640f00101f901ce21000000000000c0020a,town
400,7.4,"Hollywood, California, USA",37.7451601,-121.4230064,51eb7f6f89125b5ec0595de4f96761df4240f00103f90100d8063e02000000c00205920309486f6c6c79776f6f64,region
401,6.7,"Tokyo, Japan",35.695126,139.75391,511344dd072078614059b64c86e3f9d84140c00208e2031e77686f736f6e66697273743a6c6f63616c6974793a313032303331333037,quarter
402,8.3,"Fair Game Store 5147 Main Street Downers Grove, Illinois, USA",41.7933637,-88.01000302,519399b4e3a30056c059b2aa14f18ce54440f00102f90128e9752100000000c00203,region
403,5.3,"Miami, Florida, USA",25.7741728,-80.19362,517ff62345640c54c059e773493030c63940f00101f9010191120000000000c00208,city
404,3.6,"Chatham, Ontario, Canada",42.4057219,-82.1853837,51892d9853dd8b54c059b0e2f9b1ee334540f00103f901b78e2a0f00000000c002079203074368617468616d,city
405,6.4,"Tirana, Albania",41.3281482,19.8184435,51b01f628385d1334059e29e9dc200aa4440f00101f9014113130000000000c00208,city
406,5.4,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
407,8.3,"Pittsburgh, Pennsylvania, USA",40.4416941,-79.9900861,5159ee16925dff53c059072ba96e89384440f00101f90189e0020000000000c00208,neighbourhood
408,4.2,"Morcín, Asturias, Spain",43.26691285,-5.900944972,5152029751919a17c059ead044332aa24540f00101f901cf34050000000000c00208,village
409,6.1,"Pittsburgh, Pennsylvania, USA",40.4416941,-79.9900861,5159ee16925dff53c059072ba96e89384440f00101f90189e0020000000000c00208,neighbourhood
410,3.8,"John Schneider Studios, Holden, Louisiana, USA",42.812175,-89.636086,5162dc0da2b56856c0597dd0b359f5674540f00102f901d670631100000000c002019203144a6f686e205363686e656964657220486f757365e203216f70656e7374726565746d61703a76656e75653a7761792f323931373239363232,region
411,5.7,"Alhambra, California, USA",34.0826816,-118.1500111,51e616f9c799895dc05990fd874f950a4140f00102f9019245cb3900000000c0020592030c54686520416c68616d627261,region
412,3.9,"Belfast, Northern Ireland",54.603533,-5.928807,51f92ea52e19b717c0594487c091404d4b40c00208e2031e77686f736f6e66697273743a6c6f63616c6974793a313031373531393331,county
413,4.1,"Kurow, New Zealand",-44.7338879,170.4694561,510c8dccc8054f6540590eb7e809f05d46c0f00103f901040ff28500000000c002079203054b75726f77,village
414,3.7,"Jonny Rotton's Bar Out Back, Sanford, Florida, USA",28.8117345,-81.2680223,5151460147275154c059f0880ad5cdcf3c40f00101f901c1ca010000000000c00208,region
415,9.3,"Tucson, Arizona, USA",32.2228765,-110.9748477,512c859be763be5bc05902469737871c4040f00101f90180df030000000000c00208,region
416,8.3,"Kolhapur, Maharashtra, India",16.7028412,74.2405329,512cc71ae4648f5240590a48a066edb33040f00103f90147dd652300000000c002079203084b6f6c6861707572,city
417,2,"Manassas, Virginia, USA",38.7509488,-77.4752667,512f5805c56a5e53c059387c1c171f604340f00101f9011628030000000000c00208,region
418,4.3,"Manaus, Amazonas, Brazil",-3.1316333,-59.9825041,51ccd7c0b1c2fd4dc059368474c2950d09c0f00101f901cd12050000000000c00207,city
419,4.7,"Drago Castle, Antuni, Castel di Tora, Rieti, Lazio, Italy",42.215328,12.964183,51e5b7e864a9ed294059e0f42ede8f1b4540f00101f90175a3000000000000c00208,village
420,2.6,Bulgaria,42.6073975,25.4856617,51766b3e53547c39405909168733bf4d4540f00101f9010ed8020000000000c0020b,city
421,7.9,"Wales, UK",52.2928116,-3.73893,512844c02154e90dc059d9f1bad97a254a40f00101f90145e4000000000000c0020a,town
422,5.3,"Ohio, USA",40.2253569,-82.6881395,517ee5417a0aac54c059c7b6b17ed81c4440f00101f9010d79020000000000c0020a,city
423,5.8,"Babelsberg, Potsdam, Brandenburg, Germany",52.4009309,13.0591397,515eca0a8f471e2a405959ba27b451334a40f00101f901a1f3000000000000c00208,city
424,4.9,"Vancouver, British Columbia, Canada",49.2608724,-123.113952,51155454fd4ac75ec059ea364d4464a14840f00101f9019e441c0000000000c00208,neighbourhood
425,6.9,"Chicago, Illinois, USA",41.8755616,-87.6244212,51763b5684f6e755c05914d10a6712f04440f00101f901ecde010000000000c00208,village
426,5.1,"Greensboro, North Carolina, USA",36.0726355,-79.7919754,51238f96b9aff253c059a983bc1e4c094240f00101f90125c0020000000000c00208,region
427,3.4,"Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262,518242983677ca52c059e3cfa6d9f2f94340f00101f90176de020000000000c00208,city
428,3.1,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
429,4.1,"Grand Rapids, Michigan, USA",46.7657749,-89.2756983,5105847b0aa55156c05980cc73e904624740f00103f90102362a0900000000c0020592030c4772616e6420526170696473,region
430,4.2,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",29.454164,-98.342411,519ab2d30fea9558c0594205871744743d40c00204e203266f70656e7374726565746d61703a7374726565743a706f6c796c696e653a3139373437353938,region
431,4.5,"Silver City, New Mexico, USA",32.7751371,-108.2754371,51ba26eec2a0115bc059493547b137634040f00101f901179d020000000000c00207,region
432,2.9,"Erie, Pennsylvania, USA",42.1294712,-80.0852695,512976340e750554c0590ee3248392104540f00101f9019edc020000000000c00208,region
433,7.6,"Richmond, Virginia, USA",37.5385087,-77.43428,51a453573ecb5b53c059458e63daedc44240f00101f90188f83a0000000000c00208,neighbourhood
434,4.2,"Vermont, USA",44.5990718,-72.5002608,5122dedf45042052c059597a7e62ae4c4640f00101f90157ed000000000000c0020a,city
435,8.8,"Texas, USA",31.2638905,-98.5456116,515e94ea4ceba258c0599f39eb538e433f40f00101f90102c0010000000000c0020a,region
436,5.6,"Burbank, California, USA",34.1816482,-118.3258554,51668e9bd0da945dc0594a308b3f40174140f00101f90166db350000000000c00208,region
437,3.9,"Wales, UK",52.2928116,-3.73893,512844c02154e90dc059d9f1bad97a254a40f00101f90145e4000000000000c0020a,town
438,7.9,"Western Heights, Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
439,6.4,"Houston, Texas, USA",29.7589382,-95.3676974,51c0f4ac5a88d757c05963af1cc649c23d40f00101f9018f07290000000000c00208,suburb
440,6.9,"Orlando, Florida, USA",28.5421109,-81.3790304,51260cb908425854c0591d4eaac7c78a3c40f00101f901bb37110000000000c00208,region
441,3.8,"Madrid, Spain",40.4167047,-3.7035825,51a94d9cdcefa00dc059744b619456354440f00101f901c047510000000000c00208,quarter
442,7.5,"Crone Wood, Ireland",53.16096225,-6.226272243,51a6ed34e9b3e718c059fed137699a944a40f00101f901ca91760000000000c0020592030a43726f6e6520576f6f64,county
443,4.2,"Palani, Tamil Nadu, India",10.4511094,77.5154495,51554fe61ffd605340591cd6afcff7e62440f00103f901bbd8622e00000000c0020792030650616c616e69,town
444,2.2,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
445,4.9,"Ñuñoa, Santiago, Chile",-33.4377756,-70.6504502,514e2be0f9a0a951c0594f7ee60709b840c0f00101f9010183020000000000c00208,city
446,5,"Racine, Wisconsin, USA",42.7260523,-87.7825242,5107d561e014f255c059c1d72148ef5c4540f00101f9015dd6030000000000c00208,village
447,3.6,"Heath, Ohio, USA",40.0228421,-82.4445991,513095c84f749c54c059693c6c7dec024440f00101f90128c8020000000000c00208,region
448,4.8,"Istanbul, Turkey",41.0091982,28.9662187,519c48d51b5af73c40594e1718682d814440f00103f901138f2e7000000000c00207920308497374616e62756c,city
449,4.7,"York, North Yorkshire, England, UK",53.9590555,-1.0815361,511b182fccf84df1bf5943c6a354c2fa4a40f00103f9018e1c3f0100000000c00207920304596f726b,city
450,4.2,"Tampa, Florida, USA",27.9477595,-82.458444,5109c38025579d54c0592bf9d85da0f23b40f00101f9015191120000000000c00208,neighbourhood
451,6.8,"San Francisco, California, USA",37.7790262,-122.419906,513a596abddf9a5ec05913dd6921b7e34240f00101f90160b5010000000000c00208,city
452,4.1,"Topanga Canyon, California, USA",37.8303045,-122.165866,512c616d8c9d8a5ec0595e9cf86a47ea4240f00103f901a81eff0800000000c0020792030643616e796f6e,region
453,5.6,"New York City, New York, USA",40.7127281,-74.0060152,51d9d1938d628052c0595938a4ac3a5b4440f00101f90121af020000000000c00208,city
454,3.7,"Russellville, Alabama, USA",34.5068228,-87.7290264,51eb7a585ea8ee55c059ff6ecb91df404140f00101f90142e3710000000000c00208,region
455,4.2,"Honshu, Japan",37.490012,139.8356621,515ce487bebd7a614059e35295b6b8be4240f00101f9010be3650000000000c00201920306486f6e736875,quarter
456,6.5,"Charlotte, North Carolina, USA",35.2272086,-80.8430827,51b2142411f53554c0595a2fe12b159d4140f00101f90107b5020000000000c00208,neighbourhood
457,3.4,"California, USA",36.7014631,-118.755997,51f1b73d4162b05dc059e6ecf88ac9594240f00101f9016386020000000000c0020a,city
458,3.4,USA,39.7837304,-100.445882,5101f8a754891c59c059c5701a4751e44340f00101f9016645020000000000c0020b,Not found
459,4.3,"Oshkosh, Wisconsin, USA",44.0206919,-88.5408574,512c335b689d2256c05964e53c08a6024640f00101f901fdd5030000000000c00208,city
460,5.1,"New York City, New York, USA",40.7127281,-74.0060152,51d9d1938d628052c0595938a4ac3a5b4440f00101f90121af020000000000c00208,city
461,4.7,"Las Vegas, Nevada, USA",36.046711,-115.2245569,51d565e7235fce5cc05986ae44a0fa054240f00101f9019498020000000000c0020892030a456e7465727072697365,region
462,6.1,"Gangwon-do, South Korea",37.885,127.7297,5109f9a067b3ee5f4059e17a14ae47f14240f00101f9014a39230000000000c00209,city
463,3.2,"Beckton, London, England, UK",51.5073219,-0.1276474,51e5af3500c056c0bf59b5858cecefc04940f00101f9014600010000000000c002089203064c6f6e646f6e,city
464,5.8,"Ho Chi Minh City, Vietnam",10.7758439,106.7017555,517192e68fe9ac5a4059299a62693b8d2540f00101f901fc1d1e0000000000c00208,city
465,5.5,"Moreland, Georgia",33.2867851,-84.7677112,517731282e223155c05974bdc85fb5a44040f00101f90198d4010000000000c00208,region
466,7.4,"Ivybridge, Devon, England, UK",50.3918419,-3.9177668,512ad6ba1e96570fc059ecd918e027324940f00101f9012559360000000000c00208,town
467,8.4,"Taxco, Guerrero, Mexico",18.5565446,-99.6052838,511c7343f8bce658c059f1c3f7b4798e3240f00103f90151e84e1000000000c00207920305546178636f,state
468,5.4,"Kyle, Texas, USA",29.9892816,-97.877174,51b2b96a9e237858c059d988168f41fd3d40f00101f90195ba010000000000c00208,region
469,6.5,"Fairfield, Iowa, USA",41.0072342,-91.9630039,51e91a1cdba1fd56c059d434de0ced804440f00101f901acf5010000000000c00208,region
470,9,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
471,5.5,"Rome, Italy",41.8933203,12.4829321,5190604fe042f72840592cadd05158f24440f00101f9010da2000000000000c00208,city
472,6.8,"Pakistan School, Isa Town, Bahrain",26.1586353,50.54396417,519841299ea045494059bc7db1529c283a40f00102f90146dcb82f00000000c0020192030f50616b697374616e205363686f6f6c,neighbourhood
473,2.1,"Florida, USA",27.7567667,-81.4639835,518d98d9e7b15d54c059ac336376bbc13b40f00101f9010279020000000000c0020a,neighbourhood
474,2.4,"Vancouver, British Columbia, Canada",49.2608724,-123.113952,51155454fd4ac75ec059ea364d4464a14840f00101f9019e441c0000000000c00208,neighbourhood
475,5.2,"Kalispell, Montana, USA",48.202158,-114.315321,517daf21382e945cc059f84f3750e0194840f00101f901c62c020000000000c00208,region
476,3.2,"North Dakota, USA",47.6201461,-100.540737,512daf5c6f9b2259c059f81e89f260cf4740f00101f9017577020000000000c0020a,region
477,3.3,"Dallas, Texas, USA",32.7762719,-96.7968559,51fa87e3afff3258c059e2a6abe05c634040f00101f9016d46640000000000c00208,neighbourhood
478,3.3,"Talkeetna, Alaska, USA",62.3238312,-150.108881,51fcc401f47bc362c05954b6fe4c73294f40f00103f9019ee2fe0800000000c0020892030954616c6b6565746e61,city
479,5.5,"Burhaniye, Balikesir, Turkey",39.503059,26.9807755,51d237691a14fb3a4059af7ac03c64c04340f00103f901bbbc6c5800000000c0020792030942757268616e697965,town
480,7.3,"South Salem, New York, USA",41.2723173,-73.5529034,513936f1c4626352c05948d1144bdba24440f00103f9010ef7770900000000c0020592030b536f7574682053616c656d,region
481,2.7,"Muzzana del Turgnano, Italy",45.8181089,13.129263,516b2a8bc22e422a40598408ddcab7e84640f00101f901c1bb020000000000c00207,village
482,6.6,"Anterivo, Bolzano, Trentino Alto-Adige, Italia",46.2797467,11.36796106,514712856465bc264059fcd467bdce234740f00101f901e3b7000000000000c00208,region
483,8.3,"Milwaukee, Wisconsin, USA",43.0349931,-87.922497,511f6adb300afb55c059f70a66a77a844540f00101f901c3d4030000000000c00208,neighbourhood
484,6.5,"Galena, Illinois, USA",42.4157304,-90.4294726,51cce1a47a7c9b56c059fcf95ba736354540f00101f9017def010000000000c00207,region
485,5.9,"Bronx, New York, USA",40.8506558,-73.8665241,5189ac7f21757752c0598c930c4ae26c4440f00101f90182f2260000000000c00205,city
486,3.4,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
487,3.1,"Cowichan River, Vancouver Island, British Columbia, Canada",48.773208,-123.7310781,519994ccfbc9ee5ec059b680d07af8624840f00102f901ab23200300000000c0020192030e436f77696368616e205269766572,village
488,6.8,"Joshua Tree National Park, California, USA",33.9166757,-115.9174968,51d18b7f44b8fa5cc059da441ca155f54040f00103f901c0e5621500000000c002019203194a6f736875612054726565204e6174696f6e616c205061726b,region
489,6.3,"Vestnes, Norway",62.56819005,7.110607742,51334fe32743711c4059d0549973ba484f40f00101f9014235060000000000c00208,municipality
490,5,South Korea,36.638392,127.6961188,515e08de358dec5f405997033dd4b6514240f00101f9012cb2040000000000c0020b,city
491,6.3,"Fernie, British Columbia, Canada",49.5041747,-115.062867,51d93f4f0306c45cc0593dfcebcb88c04840f00101f9016ce5210000000000c00208,city
492,6.3,"Ciloto, Indonesia",-6.6940539,107.0148768,51065ed2bdf3c05a405920a5c810b6c61ac0f00103f9018fcd004e00000000c0020792030643696c6f746f,village
493,3.2,"Bavaria, Germany",48.9467562,11.4038717,51528f7e45c8ce2640598324a24e2f794840f00101f901f4bb200000000000c0020a,village
494,7.1,"Bangalore, Karnataka, India",12.9767936,77.590082,5154fd4ae7c3655340595ce26d4a1ef42940f00101f9010c95780000000000c00208,neighbourhood
495,3.4,"Perth, Western Australia, Australia",-31.9558964,115.8605801,51a9458ebe13f75c4059385d60a0b5f43fc0f00103f90179bebe0100000000c002079203055065727468,state
496,2.8,"British Columbia, Canada",55.001251,-125.002441,51daca4bfe27405fc0592d0b26fe28804b40f00101f901d3f6050000000000c0020a,hamlet
497,4.4,"Lac Ste. Anne, Alberta, Canada",53.70524175,-114.3932234,512c6495922a995cc0590c03965c45da4a40f00101f9011a50150000000000c0020192030d4c6163205374652e20416e6e65,village
498,6.1,"Las Vegas, Nevada, USA",36.046711,-115.2245569,51d565e7235fce5cc05986ae44a0fa054240f00101f9019498020000000000c0020892030a456e7465727072697365,region
499,7.4,"Long Island, New York, USA",40.85149705,-73.09942581,51466113fe5c4652c059fb31f7dafd6c4440f00101f901095d3c0000000000c0020192030b4c6f6e672049736c616e64,region
500,1.9,"London, England, UK",51.5073219,-0.1276474,51e5af3500c056c0bf59b5858cecefc04940f00101f9014600010000000000c002089203064c6f6e646f6e,city
501,3.8,"British Columbia, Canada",55.001251,-125.002441,51daca4bfe27405fc0592d0b26fe28804b40f00101f901d3f6050000000000c0020a,hamlet
502,4.9,"Crossville, Tennessee, USA",35.949684,-85.0274835,517f6b274ac24155c05969c4cc3e8ff94140f00101f9014802030000000000c00208,region
503,5.1,"Waynesville, Ohio, USA",39.5297824,-84.086601,5142b3ebde8a0555c0598affe0e8cfc34340f00101f9011bcc020000000000c00207,village
504,5.2,"Portland, Oregon, USA",45.5202471,-122.674194,51344a97fe25ab5ec0595f2bfc7497c24640f00101f901d3d8020000000000c00208,suburb
505,3.5,"Village of East Davenport, Iowa, USA",41.5235808,-90.5770967,514a48ff26efa456c059216816b204c34440f00101f901f5f7010000000000c00208,region
506,3.4,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
507,6.9,"Fort Wayne, Indiana, USA",41.0799898,-85.1386015,514c6bd3d8de4855c059bd81131b3d8a4440f00101f9014df1010000000000c00208,neighbourhood
508,4.6,"Catania, Sicily, Italy",37.5023612,15.0873718,51702f1fffbb2c2e4059c1632e5f4dc04240f00101f9013e99000000000000c00207,city
509,5,"Benzie County, Michigan, USA",44.6408868,-85.9928452,5166ff97c68a7f55c0591338239408524640f00101f9016c1a1d0000000000c00209,region
510,5.7,"Chicago, Illinois, USA",41.8755616,-87.6244212,51763b5684f6e755c05914d10a6712f04440f00101f901ecde010000000000c00208,village
511,3.5,"Park Slope, Brooklyn, New York City, New York, USA",40.7127281,-74.0060152,51d9d1938d628052c0595938a4ac3a5b4440f00101f90121af020000000000c00208,city
512,5,"Arizona, USA",34.395342,-111.763275,51aeb6627fd9f05bc0591c5e10919a324140f00101f901e278020000000000c0020a,city
513,7.5,"Elmwood Park, Illinois, USA",41.9205931,-87.8160169,51ee9ef29e39f455c0592db6a4fed5f54440f00101f9011ae2010000000000c00208,region
514,7.9,"Royal Oak, Michigan, USA",42.4894801,-83.1446485,51973ac8eb41c954c0597bc5ae48a73e4540f00101f901920d020000000000c00208,region
515,6.7,"Medford, Oregon, USA",42.3264181,-122.8718605,51268bfb8fccb75ec05946297c11c8294540f00101f90139d9020000000000c00208,region
516,3.5,"San Francisco, California, USA",37.7790262,-122.419906,513a596abddf9a5ec05913dd6921b7e34240f00101f90160b5010000000000c00208,city
517,4,"Portland, Maine, USA",43.6610277,-70.2548596,5196c4a39e4f9051c05903a0408e9cd44540f00101f9019405020000000000c00208,neighbourhood
518,3.3,"Kansas, USA",38.27312,-98.5821872,5197091a8e42a558c05917f19d98f5224340f00101f9016c77020000000000c0020a,region
519,5.2,"Connecticut, USA",41.6500201,-72.7342163,512b2c5d66fd2e52c0590f9fcfdb33d34440f00101f901a287020000000000c0020a,city
520,4.6,"Wuxi, Jiangsu, China",31.4933074,120.3074357,51dd47c906ad135e4059f2dfcd64497e3f40f00101f9015e9c430000000000c00207,city
521,4.2,"Pearl River, New York, USA",41.0586333,-74.0218967,51fb986ac1668152c05970fac44b81874440f00101f901beae020000000000c00205,region
522,4.2,"Hollywood, California, USA",37.7451601,-121.4230064,51eb7f6f89125b5ec0595de4f96761df4240f00103f90100d8063e02000000c00205920309486f6c6c79776f6f64,region
523,4.1,"Güzelyurt, Aksaray, Turkey",38.275992,34.3717702,514e50792a962f41405994fab2b453234340f00103f90112f84e0500000000c0020892030a47c3bc7a656c79757274,town
524,4.4,"Orléans, Loiret, France",47.9027336,1.9086066,5145e0fe12a789fe3f590b804cc68cf34740f00101f9016740020000000000c00208,region
525,5.2,"Sherman, Texas, USA",33.6398609,-96.6089146,51a543f174f82658c0599cbe43f6e6d14040f00101f9018bc2010000000000c00208,region
526,4.7,"Brantford, Ontario, Canada",43.1408157,-80.2631733,518c2bd3d4d71054c059b521b53f06924540f00101f9018cb09c0000000000c00208,city
527,5.8,"Rome, Lazio, Italy",41.8933203,12.4829321,5190604fe042f72840592cadd05158f24440f00101f9010da2000000000000c00208,city
528,4.7,"Queens, New York City, New York, USA",40.7127281,-74.0060152,51d9d1938d628052c0595938a4ac3a5b4440f00101f90121af020000000000c00208,city
529,4,"Martha's Vineyard, Massachusetts, USA",42.3788774,-72.032366,5126e0d748120252c059c518fd0d7f304540f00101f90183ef000000000000c0020a,city
530,5,"Tampa Bay, Florida, USA",27.6886419,-82.5723193,51a81721e1a0a454c059c227e7d54ab03b40f00103f9013598001600000000c0020192030954616d706120426179,region
531,3,"Newport News, Virginia, USA",36.9775016,-76.42977,5153b3075a811b53c059d2e4bdc51e7d4240f00103f901384b740900000000c0020792030c4e6577706f7274204e657773,city
532,6.4,"Winchester, Virginia, USA",39.1852184,-78.1652404,51977e784c938a53c059084f8d3cb5974340f00101f901bd28030000000000c00207,region
533,4.5,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
534,6.6,"London, England, UK",51.5073219,-0.1276474,51e5af3500c056c0bf59b5858cecefc04940f00101f9014600010000000000c002089203064c6f6e646f6e,city
535,8.6,"North Hollywood, California, USA",34.1729044,-118.3740371,5167ff4d39f0975dc059d1aa3bbb21164140f00103f901843f166d00000000c0020592030f4e6f72746820486f6c6c79776f6f64,region
536,6,"Wisconsin, USA",44.4308975,-89.6884637,51ecfe0cca0f6c56c059ce3637a627374640f00101f9015a86020000000000c0020a,city
537,5.6,"Dallas, Texas, USA",32.7762719,-96.7968559,51fa87e3afff3258c059e2a6abe05c634040f00101f9016d46640000000000c00208,neighbourhood
538,3.9,"Queensland, Australia",-22.1646782,144.5844903,51896a0025b412624059395dbb59282a36c0f00101f9013359230000000000c0020a,state
539,3,"Portland, Oregon, USA",45.5202471,-122.674194,51344a97fe25ab5ec0595f2bfc7497c24640f00101f901d3d8020000000000c00208,suburb
540,4,"New York City, New York, USA",40.7127281,-74.0060152,51d9d1938d628052c0595938a4ac3a5b4440f00101f90121af020000000000c00208,city
541,5.6,"Milwaukee, Wisconsin, USA",43.0349931,-87.922497,511f6adb300afb55c059f70a66a77a844540f00101f901c3d4030000000000c00208,neighbourhood
542,3.9,"Connecticut, USA",41.6500201,-72.7342163,512b2c5d66fd2e52c0590f9fcfdb33d34440f00101f901a287020000000000c0020a,city
543,5,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
544,6.5,"East End, London, England, UK",51.5073219,-0.1276474,51e5af3500c056c0bf59b5858cecefc04940f00101f9014600010000000000c002089203064c6f6e646f6e,city
545,3.6,"City Centre, Dublin, County Dublin, Ireland",53.3497645,-6.2602732,51e019c80e850a19c059a1664815c5ac4a40f00101f9011bee100000000000c00208,quarter
546,5.6,"New Jersey, USA",40.0757384,-74.4041622,51e2d121cbdd9952c0599386bfcbb1094440f00101f901b76e030000000000c0020a,village
547,5.7,"Sheffield, South Yorkshire, England, UK",50.0862858,-5.5547898,51169e3cd11a3816c059fa8dc0690b0b4940f00103f901bc96c61200000000c00205920309536865666669656c64,hamlet
548,5.8,"New Jersey, USA",40.0757384,-74.4041622,51e2d121cbdd9952c0599386bfcbb1094440f00101f901b76e030000000000c0020a,village
549,3.7,"Mexico City, Distrito Federal, Mexico",19.4326296,-99.1331785,51f1811dff85c858c05914483fd0c06e3340f00101f9014a00150000000000c00208,neighbourhood
550,4.2,"Porto Alegre, Rio Grande do Sul, Brazil",-29.345719,-49.7434241,5174475a8528df48c059179b560a81583dc0f00103f901f23de34501000000c0020592030c506f72746f20416c65677265,suburb
551,5.8,"Leicestershire, England, UK",52.666667,-1,51000000000000f0bf594529215855554a40f00101f901c2e5020000000000c00209,town
552,3.6,"Johnshaven, Scotland, UK",56.7948936,-2.3357887,514cee66fcb1af02c0595de6cf12bf654c40f00103f901a6b4841d00000000c0020792030a4a6f686e73686176656e,village
553,4.4,"Clear Lake, Texas, USA",33.078174,-96.4952654,51c8f5a56db21f58c059e1b20a9b018a4040f00103f9016d0d0b0900000000c0020592030a436c656172204c616b65,region
554,3.6,"Lake Ariel, Pennsylvania, USA",41.4539745,-75.382681,513df372d87dd852c059e65b1fd61bba4440f00103f9014a746f0900000000c0020592030a4c616b6520417269656c,region
555,4.6,"South Colton, New York, USA",44.5106186,-74.887694,51bfb67efacfb852c0595add45f35b414640f00103f90112ea770900000000c0020592030c536f75746820436f6c746f6e,region
556,4.9,"Östersund, Jämtlands län, Sweden",63.1793655,14.6357061,5144bc1a457b452d4059ee43de72f5964f40f00103f9012983a40100000000c0020792030ac3967374657273756e64,city
557,6.1,"Morgan, Pennsylvania, USA",40.3542361,-80.1397787,515a4b5c22f20854c0590348c89b572d4440f00103f901edba320900000000c002059203064d6f7267616e,region
558,3.9,"Gosport, Hampshire, England, UK",50.7952074,-1.1210853,51ed6bb823f7eff1bf59c344285bc9654940f00101f901ebf0010000000000c00206,suburb
559,4.3,"County Donegal, Ireland",54.92075415,-7.952385215,51397cd8113ecf1fc05901f4a045db754b40f00101f901ad553e0000000000c00209,region
560,4.8,"Atlanta, Georgia, USA",33.7489924,-84.3902644,51c2b28817fa1855c059ed79a3fbdedf4040f00101f90105d3010000000000c00208,neighbourhood
561,6.4,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
562,6,Slovakia,48.7411522,19.4528646,51218436efee73334059e22d4613de5e4840f00101f901d837000000000000c0020b,village
563,5.7,"AVM Studios, Chennai, Tamil Nadu, India",13.045634,80.204929,512140868e1d0d544059dc2bf3565d172a40f00102f901449da20100000000c00201e203206f70656e7374726565746d61703a76656e75653a7761792f3237343334333038,neighbourhood
564,6.5,"Maryland, USA",39.5162401,-76.9382069,516b18f4940b3c53c0591f31d52714c24340f00101f9014079020000000000c0020a,town
565,7.5,"Winamac, Indiana, USA",41.0514299,-86.6030648,519a571a9d98a655c059ae44454195864440f00101f9010ef2010000000000c00208,region
566,4.5,"Atlanta, Georgia, USA",33.7489924,-84.3902644,51c2b28817fa1855c059ed79a3fbdedf4040f00101f90105d3010000000000c00208,neighbourhood
567,9,"Burslem, Stoke-on-Trent, Staffordshire, England, UK",53.0446287,-2.1928235,51b933130ce78a01c059437bab64b6854a40f00103f9011eecc60100000000c00207920307427572736c656d,town
568,3.5,"Nebraska, USA",41.7370229,-99.5873816,516b91fea897e558c05998f331c456de4440f00101f9017077020000000000c0020a,region
569,8.2,"Virginia, USA",37.1232245,-78.4927721,516678fd93899f53c05971c806d2c58f4240f00101f9012a6b030000000000c0020a,hamlet
570,4.4,"Bankstown, Sydney, New South Wales, Australia",-33.9171897,151.0335881,511de1592713e162405931ddda7866f540c0f00101f90162742e0000000000c00205,municipality
571,5.2,"London, England, UK",51.5073219,-0.1276474,51e5af3500c056c0bf59b5858cecefc04940f00101f9014600010000000000c002089203064c6f6e646f6e,city
572,7.9,"Khabarovsk, Russia",48.481403,135.076935,515e9d634076e260405920990e9d9e3d4840f00101f90138471f0000000000c0020892030a4b68616261726f76736b,city
573,6.4,"São Paulo, Brazil",-23.5506507,-46.6333824,5156eeaaac125147c059fe04bc71f78c37c0f00101f9012d8d040000000000c00208,suburb
574,5,"Dayton, Ohio, USA",39.7665973,-84.1850615,51eb8f300cd80b55c059d8593edc1fe24340f00103f901c9390c9700000000c00207920306446179746f6e,region
575,5.8,"Málaga, Málaga, Andalucía, Spain",36.7213028,-4.4216366,51c12f3f81c1af11c059b14170a6535c4240f00101f9010a33050000000000c00208,neighbourhood
576,6.6,"South Royalton, Vermont, USA",43.8203029,-72.5212589,51ef0f4a4e5c2152c059302878afffe84540f00103f901867f770900000000c0020792030e536f75746820526f79616c746f6e,region
577,7.6,"Desert Hot Springs, California, USA",33.961124,-116.5016784,510447b87f1b205dc0594ab3791c06fb4040f00101f9017fb5010000000000c00208,region
